detection_count,Nom vernaculaire,Nom scientifique,title,site,enddate,startdate,latitude,longitude,id
1,Lièvre d'Europe,Lepus europaeus,Lievre,Jachère,2024-06-07 19:52:31,2024-06-07 19:52:20,44.715521356028226,-0.3812867403030396,27c88d7b-5698-4ffb-afe4-5aaae671d5d6
1,Homme,Homo sapiens,Humain,Trois chênes,2024-04-14 12:25:27,2024-04-14 12:25:27,44.7161111,-0.37916666666666665,4a5ffacc-dde7-402e-8cce-ffa2f264bb83
1,Renard roux,Vulpes vulpes,renard,Entrée,2023-08-16 20:21:26,2023-08-16 20:21:26,44.71652028,-0.38575731,a4242641-cdf2-4033-b4f2-dc2b9fccebc9
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-08-26 22:23:30,2025-08-26 22:21:45,44.71530426533436,-0.3802910873812105,74baa390-5bd5-4370-bee6-7984f97f1f6f
1,Boeuf,Bos taurus,3 Vaches,Pins francs,2024-10-10 11:05:23,2024-10-10 11:05:11,44.717941927426175,-0.3804337978363038,c824848e-408e-43e0-a1c9-f486ed55bc4c
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-01-14 21:27:20,2025-01-14 21:27:08,44.71534372040998,-0.3803372383117676,1189cb30-e218-4e56-8e73-2a4ec961c8d3
1,Renard roux,Vulpes vulpes,Renard,Entrée,2024-04-20 19:56:48,2024-04-20 19:56:46,44.71681551663953,-0.38646876811981207,a6b847e3-90a1-4c29-b312-a17c907d08f0
1,Chevreuil,Capreolus capreolus,chevreuil,Entrée,2023-08-06 04:21:37,2023-08-06 04:21:37,44.71652028,-0.38575731,14155b8e-134a-4b1a-90de-665e0a450bca
1,Sanglier,Sus scrofa,Sanglier,Bois,2025-11-18 18:14:23,2025-11-18 18:14:23,44.714905714238206,-0.3774109482765198,1dee2e6a-50bc-4c86-bfe9-134de36faa56
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-01-23 18:05:20,2025-01-23 18:05:09,44.71420607577128,-0.3821888090023773,d8e29345-88c6-45da-ac3b-b9147d7beae8
1,Mouton domestique,Ovis aries,3 Moutons,Verger,2024-04-21 07:50:19,2024-04-21 07:49:30,44.71615986303992,-0.3832532011772961,00ffc499-1b6a-49fe-ad29-f5a2b621b4fd
1,Sanglier,Sus scrofa,Sanglier,Pins francs,2024-07-04 17:54:21,2024-07-04 17:47:18,44.717941927426175,-0.3804337978363038,f6ebfc04-a794-48a4-bc18-17dc343ca4d9
1,Chien,Canis lupus,Chien,Verger,2025-04-10 06:22:06,2025-04-10 06:21:55,44.716318059210515,-0.3834248453153389,3ab5f42c-d8d1-441c-b303-293b48f34e6a
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-03-31 20:41:03,2025-03-31 20:40:45,44.71534372040998,-0.3803372383117676,d76f0db2-59ad-4a43-90c6-96261f2d737b
1,Sanglier,Sus scrofa,2 Sangliers,Trois chênes,2024-03-21 00:27:16,2024-03-21 00:27:14,44.7161111,-0.37916666666666665,136f577e-7e26-4770-b3de-1f8d1a305c33
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2025-06-01 06:23:45,2025-06-01 06:23:34,44.71681551663953,-0.3864687681198121,2ba288d4-554e-46b5-b3cf-71f6d22b5c50
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-10-29 17:34:26,2025-10-29 17:34:26,44.71623800819026,-0.3791195154190064,12dac876-d99f-4644-ade9-d88fbd8e6277
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-02-17 00:32:50,2025-02-17 00:32:38,44.71420607577128,-0.3821888090023773,85e9f6f2-33fa-4b04-8945-815f077d0ebc
1,Homme,Homo sapiens,2 Humains,Trois chênes,2024-03-18 14:19:15,2024-03-18 14:19:14,44.7161111,-0.37916666666666665,c143b308-bd17-4a2c-9592-02d42ee9b7db
1,Boeuf,Bos taurus,2 Vaches,Pins francs,2024-04-08 08:17:08,2024-04-08 08:17:07,44.7179688108675,-0.38007867604421103,b93e0c77-5d39-49c5-a4d5-392298aee1b3
2,Boeuf,Bos taurus,2 Vaches,Chateau,2024-11-29 10:30:05,2024-11-29 10:30:05,44.71769476605495,-0.3828484681609146,8db5ee51-c15a-40dc-9ca7-27124a21c1e5
1,Chien,Canis lupus,Chien,Trois chênes,2025-11-07 12:45:52,2025-11-07 12:45:41,44.71623800819026,-0.3791195154190064,515ec60a-5ecf-4818-bf93-8058611d33fb
3,Chevreuil,Capreolus capreolus,3 Chevreuils,Verger,2024-10-06 02:29:12,2024-10-06 02:29:12,44.716449571360464,-0.3833361910588828,1d30266e-c81b-40a4-b198-acdb121ff213
1,Sanglier,Sus scrofa,Sanglier,Pins francs,2024-07-12 16:32:11,2024-07-12 16:31:59,44.717941927426175,-0.3804337978363038,9e83c680-b044-406a-a941-d50d973e470f
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-08-12 21:37:30,2025-08-12 21:37:18,44.71530426533436,-0.3802910873812105,2d302c39-5f3b-4c64-8df3-4c568ee1f598
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-04 04:13:28,2024-11-04 04:13:17,44.71420607577128,-0.3821888090023773,fe24d206-a70d-49bd-91d0-002266f7cdbb
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-02 23:08:58,2024-11-02 23:08:58,44.71420607577128,-0.3821888090023773,86e50e43-9782-42eb-9c35-1611e7da6af3
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2025-09-10 05:21:09,2025-09-10 05:21:09,44.71681551663953,-0.3864687681198121,91df4d29-1fd6-4a10-a1f6-465b1c5e619f
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-08-02 21:03:50,2025-08-02 21:03:39,44.71530426533436,-0.3802910873812105,d0ef42c8-1d64-4354-a49d-6c6f08aba6f4
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-09-23 18:51:38,2025-09-23 18:51:27,44.71420607577128,-0.3821888090023773,46974215-1603-4a7a-ab03-018a03ad69e3
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-05 21:47:53,2024-11-05 21:47:05,44.71420607577128,-0.3821888090023773,f1efa17b-652a-405f-beb1-d18eff41563e
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-11-11 03:26:21,2024-11-11 03:26:10,44.71420607577128,-0.3821888090023773,a0365628-aac7-4cb8-b5c8-e968ed36ac61
1,Homme,Homo sapiens,Humain,Verger,2024-03-11 15:10:06,2024-03-11 15:09:19,44.716404766637595,-0.3833962166051492,ce3f905d-3f1f-4610-bf48-a7fbc16224d3
1,Renard roux,Vulpes vulpes,renard,Entrée,2023-08-19 01:20:08,2023-08-19 01:20:08,44.71652028,-0.38575731,bf906254-2cde-4c1e-b3c2-d378184a10f3
5,Sanglier,Sus scrofa,5 Sangliers,Trois chênes,2025-10-05 21:51:59,2025-10-05 21:43:08,44.71623800819026,-0.3791195154190064,0243a7d2-945a-4013-b7fc-98dae7ae0cd6
1,Homme,Homo sapiens,Humain,Pins francs,2024-03-22 14:09:17,2024-03-22 14:09:17,44.7179688108675,-0.38007867604421103,98556694-08c4-43ae-aaf4-f1f00a377ab7
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2024-10-12 20:35:54,2024-10-12 20:35:43,44.71623800819026,-0.3791195154190064,86181400-5540-4e26-a767-1360d8a67d9e
2,Sanglier,Sus scrofa,2 Sangliers,Jachère,2025-10-15 02:34:17,2025-10-15 02:32:33,44.71530426533436,-0.3802910873812105,9cd6685d-70d6-42e2-b08a-542f67f1a29e
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Trois chênes,2025-10-08 17:33:22,2025-10-08 17:33:22,44.71623800819026,-0.3791195154190064,7007a2bf-7ee2-41e1-b0b6-84bb469c2856
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2025-07-27 01:47:37,2025-07-27 01:47:26,44.71530426533436,-0.3802910873812105,772e040d-d347-4b8b-b81f-fa9c9f29b91b
1,Renard roux,Vulpes vulpes,Renard,Jachère,2025-08-29 20:58:30,2025-08-29 20:58:30,44.71530426533436,-0.3802910873812105,f9e42fa0-c986-43cb-b8b4-91cffc064d8d
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-01-07 22:57:04,2025-01-07 22:56:53,44.71420607577128,-0.3821888090023773,bc14f69e-5a6e-4524-83c0-7b518a90a4fe
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-01-03 01:43:14,2025-01-03 01:43:03,44.71420607577128,-0.3821888090023773,2665b7f4-848e-446b-8afc-cffdd3d28aba
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2025-08-28 19:11:59,2025-08-28 19:11:47,44.716449571360464,-0.3833361910588828,f3c9902c-a485-41ea-9e93-8d8ff0d15e25
1,Homme,Homo sapiens,Humain,Verger,2024-03-28 08:16:03,2024-03-28 08:16:02,44.716404766637595,-0.3833962166051492,6a88851a-ec3a-4d28-9f99-b7331314f396
2,Sanglier,Sus scrofa,2 Sangliers,Pins francs,2024-07-23 04:22:53,2024-07-23 04:22:42,44.717941927426175,-0.3804337978363038,91d5ed27-e4c5-4460-ae2f-6bf3aed8981d
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-30 19:12:04,2024-10-30 19:11:53,44.71420607577128,-0.3821888090023773,ae836aa7-1b3c-433f-87b1-d9a519c1935e
1,Sanglier,Sus scrofa,Sanglier,Pins francs,2024-07-19 03:35:30,2024-07-19 03:35:30,44.717941927426175,-0.3804337978363038,17db5878-1cb7-4c0b-a277-db4839256548
1,Chevreuil,Capreolus capreolus,Chevreuil,Pins francs,2024-08-16 05:30:00,2024-08-16 05:29:49,44.717941927426175,-0.3804337978363038,0e89cb8b-8d3d-4935-a258-b83e8e75560b
1,Boeuf,Bos taurus,Vache,Pins francs,2024-03-28 17:57:53,2024-03-28 17:57:52,44.7179688108675,-0.38007867604421103,f21e81dc-6752-4a4c-a4fc-0c28d542e341
1,Homme,Homo sapiens,3 Humains,Pins francs,2024-03-28 17:50:43,2024-03-28 17:46:39,44.7179688108675,-0.38007867604421103,aacce7f1-3bd4-4e69-b9dd-872fed2c909c
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-03-28 23:58:31,2025-03-28 23:58:20,44.71534372040998,-0.3803372383117676,9447e2bf-b870-450f-9405-2dd764466f2f
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2024-12-01 18:11:11,2024-12-01 18:10:32,44.71530426533436,-0.3802910873812105,b6bcbece-d059-436d-8ecb-a5f0678b2ddd
1,Lièvre d'Europe,Lepus europaeus,Lievre,Trois chênes,2025-09-27 02:50:05,2025-09-27 02:50:05,44.71623800819026,-0.3791195154190064,70337011-b32d-4ad7-be2e-3ad8abb8224e
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-11-03 23:39:25,2025-11-03 23:39:25,44.71623800819026,-0.3791195154190064,0c0cfaf7-f64b-407d-a6fd-51e03a127b2c
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-09-27 00:00:44,2025-09-27 00:00:33,44.71420607577128,-0.3821888090023773,2ce1cc1f-13a5-4b10-abe4-d147a6330636
1,Homme,Homo sapiens,Humain,Bois,2024-05-01 09:43:07,2024-05-01 09:43:06,44.714905714238206,-0.3774109482765198,42929b55-8fda-46c4-8f22-b36cb6beae72
1,Chien,Canis lupus,Chien,Trois chênes,2024-10-16 12:29:09,2024-10-16 12:28:58,44.71623800819026,-0.3791195154190064,72d02353-5d1b-4feb-b005-b7569a8f23a1
1,Sanglier,Sus scrofa,3 Sangliers,Verger,2024-05-06 21:01:14,2024-05-06 20:58:31,44.71615986303992,-0.3832532011772961,3894f19b-6ceb-4821-ace4-c39326beb528
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2024-08-02 19:35:02,2024-08-02 19:34:51,44.71681551663953,-0.3864687681198121,e32ed64f-c4d6-45d9-b834-d7e744373034
1,Boeuf,Bos taurus,2 Vaches,Bois,2024-06-19 20:38:15,2024-06-19 20:36:23,44.714905714238206,-0.3774109482765198,a77503f3-48c2-434c-8ca6-e939c139cd62
1,Rougegorge familier,Erithacus rubecula,Rougegorge Familier,Haie,2025-10-30 08:17:00,2025-10-30 08:16:48,44.71420607577128,-0.3821888090023773,3db4592f-fdad-488f-9577-a9f039896895
1,Sanglier,Sus scrofa,Sanglier,Pins francs,2024-07-14 20:39:14,2024-07-14 20:39:14,44.717941927426175,-0.3804337978363038,d7a2f9cf-41e4-4f9e-8431-d4a82a551efc
1,Boeuf,Bos taurus,Vache,Bois,2025-02-15 17:31:24,2025-02-15 17:31:24,44.714905714238206,-0.3774109482765198,b8967245-78f9-4412-a0cd-54999d4092f5
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-08-31 23:25:41,2024-08-31 23:25:41,44.71420607577128,-0.3821888090023773,9ea5e058-f4d2-4718-9322-3e6320c1d8e6
1,Blaireau d'Europe,Meles meles,Blaireau,Jachère,2025-03-20 20:00:46,2025-03-20 20:00:34,44.71530426533436,-0.3802910873812105,63bf0aca-25d9-4ade-80ee-d1d981057342
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-11-01 21:31:04,2025-11-01 21:30:00,44.71420607577128,-0.3821888090023773,a23d6043-0a17-474f-a95f-ee706d8c9581
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2024-06-10 16:51:59,2024-06-10 16:50:14,44.715521356028226,-0.3812867403030396,0da799ae-950f-4c7c-b904-144b7afceadb
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-09-11 21:53:01,2025-09-11 21:52:50,44.71420607577128,-0.3821888090023773,050cb8eb-5f73-4c0f-b260-d3e390a59c99
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-06-19 15:45:48,2024-06-19 15:45:37,44.714905714238206,-0.3774109482765198,f8edebba-6ccf-4016-8f41-03586b5e413e
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2024-06-12 04:24:21,2024-06-12 04:22:47,44.715521356028226,-0.3812867403030396,a3a3cb43-f1ae-40b3-a3c0-be6b8510c567
1,Sanglier,Sus scrofa,2 Sangliers,Bois,2024-03-30 22:50:11,2024-03-30 22:49:45,44.7147222,-0.3783333333333333,ef16f594-e604-4d3b-b32d-1f6df852d421
1,Boeuf,Bos taurus,Vache,Pins francs,2024-04-11 16:29:58,2024-04-11 16:28:43,44.7179688108675,-0.38007867604421103,81807955-1153-4a2b-9599-5296c089249b
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2025-09-02 17:13:11,2025-09-02 17:13:00,44.714905714238206,-0.3774109482765198,ed94fac3-14d2-49fe-9bd4-e75c774e5dcb
1,Sanglier,Sus scrofa,Sanglier,Bois,2024-06-01 19:58:34,2024-06-01 19:58:23,44.714905714238206,-0.3774109482765198,d4fa1650-d103-42f5-8420-3665b6a2ff3e
1,Boeuf,Bos taurus,Vache,Pins francs,2025-04-26 03:53:57,2025-04-26 03:53:57,44.717941927426175,-0.3804337978363038,40034c71-6a07-470d-b460-dc6b36d485f1
1,Lézard des murailles,Podarcis muralis,Lezard Des Murailles,Haie,2025-08-04 13:25:30,2025-08-04 13:25:30,44.71420607577128,-0.3821888090023773,252bf857-5fba-4d05-9f92-11fee758f29a
1,Homme,Homo sapiens,Humain,Bas Glanan,2024-04-19 13:33:37,2024-04-19 13:33:35,44.71725388554176,-0.37714339624429055,a6abf40a-6e91-484d-adb5-568404f37bde
5,Sanglier,Sus scrofa,5 Sangliers,Trois chênes,2025-10-05 21:42:56,2025-10-05 21:42:56,44.71623800819026,-0.3791195154190064,609fe3f0-9be4-4fff-a27e-d59a0b31b15b
1,Boeuf,Bos taurus,2 Vaches,Pins francs,2024-03-23 06:32:20,2024-03-23 06:28:33,44.7179688108675,-0.38007867604421103,6342db2f-d06f-44e1-a505-31bf2b7a360f
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Entrée,2025-07-28 07:47:07,2025-07-28 07:42:16,44.71681551663953,-0.3864687681198121,ac2cef3e-1f4f-47dc-9688-34744405f080
2,Sanglier,Sus scrofa,2 Sangliers,Jachère,2024-06-01 02:52:22,2024-06-01 02:51:31,44.715521356028226,-0.3812867403030396,17181134-c6b8-451e-bfe6-311feeef2342
1,Sanglier,Sus scrofa,Sanglier,Bois,2024-05-06 19:17:04,2024-05-06 19:17:02,44.714905714238206,-0.3774109482765198,61a197af-24db-4b7d-be97-649500fdf91f
1,Renard roux,Vulpes vulpes,Renard,Jachère,2025-01-19 17:32:06,2025-01-19 17:31:55,44.71534372040998,-0.3803372383117676,9e926def-c70c-4ec0-a23c-8fd96d897307
2,Renard roux,Vulpes vulpes,2 Renards,Jachère,2025-07-20 22:04:46,2025-07-20 22:04:35,44.71530426533436,-0.3802910873812105,c5459d3a-81f5-421b-9c66-d0f9d0589a10
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2025-09-18 19:12:54,2025-09-18 19:10:15,44.71530426533436,-0.3802910873812105,fca87afa-feaf-4c68-9c47-f67ac1b3ee14
1,Corneille noire,Corvus corone,Corneille Noire,Chateau,2024-10-20 12:52:43,2024-10-20 12:52:31,44.71769476605495,-0.3828484681609146,5106b8e3-36ad-4b30-8ae9-b62aa0449889
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-08-10 03:15:22,2025-08-10 03:15:11,44.71530426533436,-0.3802910873812105,5a0356b5-5288-4023-89e9-8e96fdd073d5
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Jachère,2025-09-18 18:58:59,2025-09-18 18:54:53,44.71530426533436,-0.3802910873812105,fea98c3d-6c17-40b3-9942-3d0d504fc233
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-24 03:52:50,2024-10-24 03:52:39,44.71420607577128,-0.3821888090023773,aa0d9cb6-6343-4ec4-9298-2565b0382354
1,Sanglier,Sus scrofa,Sanglier,Verger,2024-10-19 01:58:00,2024-10-19 01:57:49,44.716449571360464,-0.3833361910588828,6817b06f-0adf-4218-8ee5-83d7654f1245
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2025-02-16 09:44:33,2025-02-16 09:44:22,44.71623800819026,-0.3791195154190064,f0a21eac-108a-4212-951f-c4717a4c9368
1,Mouton domestique,Ovis aries,Mouton,Verger,2024-03-26 10:15:24,2024-03-26 10:15:23,44.71631012505611,-0.383369579463249,0d944127-090e-43bb-a841-20f4de3d2b66
1,Chien,Canis lupus,Chien,Jachère,2025-04-24 06:39:50,2025-04-24 06:39:39,44.71530426533436,-0.3802910873812105,0f56f96c-429f-4612-99a0-355080b92692
1,Sanglier,Sus scrofa,Sanglier,Trois chênes,2025-08-30 22:02:56,2025-08-30 22:02:56,44.71623800819026,-0.3791195154190064,1d76ecba-1efe-43b0-9cd2-5d72c9a4a9a5
1,Renard roux,Vulpes vulpes,Renard,Jachère,2025-07-16 05:43:55,2025-07-16 05:43:44,44.71530426533436,-0.3802910873812105,a6a6d728-36b4-4bde-af73-ac53f6bf86f2
1,Chevreuil,Capreolus capreolus,Chevreuil,Aplomb Est,2025-03-18 06:08:17,2025-03-18 06:08:06,44.716851708871985,-0.3805364370979337,3531a02a-868c-4c7a-993f-af84b9db8630
1,Chevreuil,Capreolus capreolus,Chevreuil,Haie,2024-04-29 04:36:48,2024-04-29 04:36:46,44.714980049043504,-0.3835240060260815,28e1fbaa-84b4-44ed-958f-e104ca2784ca
1,Chevreuil,Capreolus capreolus,Chevreuil,Trois chênes,2024-08-19 05:43:07,2024-08-19 05:42:32,44.71623800819026,-0.3791195154190064,e1fa0efa-f85c-49bb-9f46-7992f2fc87e0
1,Boeuf,Bos taurus,2 Vaches,Pins francs,2024-04-10 17:03:38,2024-04-10 17:03:38,44.7179688108675,-0.38007867604421103,ceca0496-964e-44b2-8c6f-f1bdd1c4d671
1,Boeuf,Bos taurus,Vache,Bois,2025-03-23 23:32:12,2025-03-23 23:28:38,44.714905714238206,-0.3774109482765198,96cb2d62-fb1c-4b4f-a08c-1723574082f9
1,Sanglier,Sus scrofa,Sanglier,Bois,2025-10-23 18:03:11,2025-10-23 18:03:00,44.714905714238206,-0.3774109482765198,60813641-89ac-4f5f-b56a-cae92e0884a4
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-12-08 03:13:23,2024-12-08 03:12:33,44.71420607577128,-0.3821888090023773,69188913-e795-45ce-8f6c-071ef1c70b48
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Entrée,2025-10-15 06:13:31,2025-10-15 06:13:19,44.71681551663953,-0.3864687681198121,a5d1ad22-378d-4080-b69d-a7cfbaee4fb0
1,Chevreuil,Capreolus capreolus,chevreuil,Entrée,2023-09-11 04:10:52,2023-09-11 04:10:52,44.71652028,-0.38575731,300ebf50-004a-4360-814e-2720ec15e59b
4,Sanglier,Sus scrofa,5 Sangliers,Bois,2024-08-17 19:48:19,2024-08-17 19:48:08,44.714905714238206,-0.3774109482765198,bcedbffc-9654-47a1-baeb-6cf36b121446
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-03-23 11:22:10,2024-03-23 11:22:09,44.7147222,-0.3783333333333333,195b2bf6-136d-4531-8022-395602baf0d6
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-10-18 21:05:19,2025-10-18 21:03:39,44.71420607577128,-0.3821888090023773,107db141-b17b-4c25-b4cb-cb6e544952ed
1,Chat,Felis catus,Chat,Entrée,2024-05-31 09:20:37,2024-05-31 09:20:37,44.71681551663953,-0.3864687681198121,c7cafa3e-42e5-4868-81c8-923ea3e8add1
1,Chevreuil,Capreolus capreolus,chevreuil,Entrée,2023-09-06 05:14:30,2023-09-06 05:14:30,44.71652028,-0.38575731,46c519ae-0512-4383-b0bb-f2384280e454
3,Lièvre d'Europe,Lepus europaeus,3 Lievres,Jachère,2025-08-24 01:20:59,2025-08-24 01:18:44,44.71530426533436,-0.3802910873812105,05074c3e-ca48-4c28-90a8-a76b9b9d391b
1,Sanglier,Sus scrofa,Sanglier,Pins francs,2024-07-11 17:18:46,2024-07-11 17:18:35,44.717941927426175,-0.3804337978363038,620c7b1e-a3a4-4359-99cd-7b2ba6775f82
1,Chevreuil,Capreolus capreolus,Chevreuil,Bois,2024-08-08 09:59:03,2024-08-08 09:58:52,44.714905714238206,-0.3774109482765198,40b65534-33ee-411f-9b82-6b1f0e8e3c53
1,Chevreuil,Capreolus capreolus,Chevreuil,Jachère,2025-10-01 21:25:57,2025-10-01 21:25:45,44.71530426533436,-0.3802910873812105,df85fa6b-654c-4c9b-be0b-cb9ddcfb19a7
1,Sanglier,Sus scrofa,Sanglier,Jachère,2024-08-25 00:50:29,2024-08-25 00:50:29,44.715521356028226,-0.3812867403030396,304fca84-6490-4a3f-9182-8f05e705c56e
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2024-10-05 00:34:23,2024-10-05 00:34:23,44.71420607577128,-0.3821888090023773,0e08a47f-f595-425e-8ca0-112db3eb97ff
4,Boeuf,Bos taurus,4 Vaches,Pins francs,2024-05-17 17:28:44,2024-05-17 17:26:35,44.717941927426175,-0.3804337978363038,52eefc76-2abb-47b0-ad77-3a0bf210fb34
1,Mulot sylvestre,Apodemus sylvaticus,Mulot,Haie,2025-01-22 19:22:38,2025-01-22 19:19:32,44.71420607577128,-0.3821888090023773,31cfd239-4a78-49c9-9be5-00e09bd2b575
1,Chevreuil,Capreolus capreolus,Chevreuil,Verger,2025-03-11 22:24:04,2025-03-11 22:23:05,44.71615986303992,-0.3832532011772961,ea407645-bbca-4b61-8948-76db89ca8e8a
1,Homme,Homo sapiens,humain,Entrée,2023-07-30 18:07:01,2023-07-30 18:07:01,44.71652028,-0.38575731,d128f0b8-42ab-47c9-8fb3-7031fd5874e3
2,Chevreuil,Capreolus capreolus,2 Chevreuils,Trois chênes,2025-09-14 00:14:50,2025-09-14 00:14:00,44.71623800819026,-0.3791195154190064,ba20eb63-3647-415c-9fc9-d3f37239166e
4,Boeuf,Bos taurus,4 Vaches,Pins francs,2024-06-05 16:13:59,2024-06-05 16:13:59,44.717941927426175,-0.3804337978363038,7b1f409a-65a4-4aa5-89c4-9fba0b12e8c1
1,Chevreuil,Capreolus capreolus,Chevreuil,Entrée,2025-06-27 19:05:17,2025-06-27 19:05:06,44.71681551663953,-0.3864687681198121,fd2272ac-19ec-4865-8a07-e5702f8a2e9b
1,Sanglier,Sus scrofa,Sanglier,Jachère,2024-11-05 19:19:15,2024-11-05 19:19:15,44.71530426533436,-0.3802910873812105,8b6d75b6-546d-4f0f-b5fd-2e5f7dceca6e
